name;color;cmc;type;subtype;set;rarity;text;power;toughness;price_usd;price_eur;price_usd_foil;year
Highspire Mantis;RW;4;Creature;Insect;ktk;uncommon;Flying, trample;3;3;0.07;0.01;0.18;2014
Chilling Grasp;U;3;Instant;;emn;uncommon;"Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.
Madness {3}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)";;;0.07;0.04;0.29;2016
Murasa Pyromancer;R;6;Creature;Human Shaman Ally;zen;uncommon;Whenever Murasa Pyromancer or another Ally enters the battlefield under your control, you may have Murasa Pyromancer deal damage to target creature equal to the number of Allies you control.;3;2;0.16;0.02;0.57;2009
Lorthos, the Tidemaker;U;8;Legendary Creature;Octopus;zen;mythic;Whenever Lorthos, the Tidemaker attacks, you may pay {8}. If you do, tap up to eight target permanents. Those permanents don't untap during their controllers' next untap steps.;8;8;1.62;0.65;8.55;2009
Baral, Chief of Compliance;U;2;Legendary Creature;Human Wizard;aer;rare;"Instant and sorcery spells you cast cost {1} less to cast.
Whenever a spell or ability you control counters a spell, you may draw a card. If you do, discard a card.";1;3;5.96;4.2;10.40;2017
Thran Weaponry;;4;Artifact;;ulg;rare;"Echo {4} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
You may choose not to untap Thran Weaponry during your untap step.
{2}, {T}: All creatures get +2/+2 for as long as Thran Weaponry remains tapped.";;;0.25;0.25;3.55;1999
Samut, Voice of Dissent;GRW;5;Legendary Creature;Human Warrior;akh;mythic;"Flash
Double strike, vigilance, haste
Other creatures you control have haste.
{W}, {T}: Untap another target creature.";3;4;3.48;2.0;8.15;2017
Chilling Trap;U;1;Instant;;znr;common;Target creature gets -4/-0 until end of turn. If you control a Wizard, draw a card.;;;0.02;0.09;0.08;2020
Pilgrim of Justice;W;3;Creature;Human Cleric;ody;common;"Protection from red
{W}, Sacrifice Pilgrim of Justice: The next time a red source of your choice would deal damage this turn, prevent that damage.";1;3;0.07;0.02;0.36;2001
Total War;R;4;Enchantment;;ice;rare;Whenever a player attacks with one or more creatures, destroy all untapped non-Wall creatures that player controls that didn't attack, except for creatures the player hasn't controlled continuously since the beginning of the turn.;;;0.59;0.4;;1995
Llanowar Wastes;BG;0;Land;;apc;rare;"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.";;;6.1;2.1;57.43;2001
Parcelbeast;GU;4;Creature;Elemental Beast;iko;uncommon;"Mutate {G}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
{1}, {T}: Look at the top card of your library. If it's a land card, you may put it onto the battlefield. If you don't put the card onto the battlefield, put it into your hand.";2;4;0.29;0.05;0.25;2020
Debt to the Deathless;BW;4;Sorcery;;dgm;uncommon;Each opponent loses two times X life. You gain life equal to the life lost this way.;;;0.72;0.49;4.97;2013
Voidwalk;U;4;Sorcery;;gtc;uncommon;"Exile target creature. Return it to the battlefield under its owner's control at the beginning of the next end step.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)";;;0.19;0.09;0.35;2013
Aven Initiate;U;4;Creature;Bird Warrior;akh;common;"Flying
Embalm {6}{U} ({6}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Bird Warrior with no mana cost. Embalm only as a sorcery.)";3;2;0.02;0.05;0.19;2017
Vizkopa Vampire;BW;3;Creature;Vampire;rna;common;Lifelink;3;1;0.04;0.02;0.10;2019
Minion of Leshrac;B;7;Creature;Demon Minion;ice;rare;"Protection from black
At the beginning of your upkeep, Minion of Leshrac deals 5 damage to you unless you sacrifice a creature other than Minion of Leshrac. If Minion of Leshrac deals damage to you this way, tap it.
{T}: Destroy target creature or land.";5;5;0.89;0.89;;1995
Enter the Infinite;U;12;Sorcery;;gtc;mythic;Draw cards equal to the number of cards in your library, then put a card from your hand on top of your library. You have no maximum hand size until your next turn.;;;4.91;4.08;17.99;2013
Drannith Stinger;R;2;Creature;Human Wizard;iko;common;"Whenever you cycle another card, Drannith Stinger deals 1 damage to each opponent.
Cycling {1} ({1}, Discard this card: Draw a card.)";2;2;0.13;0.17;0.22;2020
Oath of Nissa;G;1;Legendary Enchantment;;ogw;rare;"When Oath of Nissa enters the battlefield, look at the top three cards of your library. You may reveal a creature, land, or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
You may spend mana as though it were mana of any color to cast planeswalker spells.";;;2.47;4.05;9.52;2016
Treachery;U;5;Enchantment;Aura;uds;rare;"Enchant creature
When Treachery enters the battlefield, untap up to five lands.
You control enchanted creature.";;;52.26;37.0;273.23;1999
Gorilla War Cry;R;2;Instant;;all;common;"Cast this spell only during combat before blockers are declared.
All creatures gain menace until end of turn. (They can't be blocked except by two or more creatures.)
Draw a card at the beginning of the next turn's upkeep.";;;0.1;0.02;;1996
Wind Strider;U;5;Creature;Merfolk Wizard;xln;common;"Flash
Flying";3;3;0.02;0.05;;2017
Kinsbaile Skirmisher;W;2;Creature;Kithkin Soldier;lrw;common;When Kinsbaile Skirmisher enters the battlefield, target creature gets +1/+1 until end of turn.;2;2;0.08;0.03;0.10;2007
Trail of Mystery;G;2;Enchantment;;ktk;rare;"Whenever a face-down creature enters the battlefield under your control, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.
Whenever a permanent you control is turned face up, if it's a creature, it gets +2/+2 until end of turn.";;;0.16;0.04;0.72;2014
Festercreep;B;2;Creature;Elemental;mor;common;"Festercreep enters the battlefield with a +1/+1 counter on it.
{1}{B}, Remove a +1/+1 counter from Festercreep: All other creatures get -1/-1 until end of turn.";0;0;0.08;0.09;0.32;2008
Chain Reaction;R;4;Sorcery;;wwk;rare;Chain Reaction deals X damage to each creature, where X is the number of creatures on the battlefield.;;;0.89;0.23;5.89;2010
Ronin Houndmaster;R;3;Creature;Human Samurai;chk;common;"Haste
Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)";2;2;0.12;0.02;0.69;2004
Trace of Abundance;GRW;2;Enchantment;Aura;arb;common;"Enchant land
Enchanted land has shroud. (It can't be the target of spells or abilities.)
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.";;;0.31;0.33;1.85;2009
Fold into Aether;U;4;Instant;;5dn;uncommon;Counter target spell. If that spell is countered this way, its controller may put a creature card from their hand onto the battlefield.;;;0.2;0.05;0.52;2004
Dichotomancy;U;9;Sorcery;;plc;rare;"For each tapped nonland permanent target opponent controls, search that player's library for a card with the same name as that permanent. Put those cards onto the battlefield under your control, then that player shuffles their library.
Suspend 3—{1}{U}{U} (Rather than cast this card from your hand, you may pay {1}{U}{U} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)";;;0.23;0.09;0.81;2007
Errant Minion;U;3;Enchantment;Aura;ice;common;"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, that player may pay any amount of mana. Errant Minion deals 2 damage to that player. Prevent X of that damage, where X is the amount of mana that player paid this way.";;;0.12;0.04;;1995
Flickerform;W;2;Enchantment;Aura;rav;rare;"Enchant creature
{2}{W}{W}: Exile enchanted creature and all Auras attached to it. At the beginning of the next end step, return that card to the battlefield under its owner's control. If you do, return the other cards exiled this way to the battlefield under their owners' control attached to that creature.";;;1.0;0.15;4.83;2005
Possessed Portal;;8;Artifact;;5dn;rare;"If a player would draw a card, that player skips that draw instead.
At the beginning of each end step, each player sacrifices a permanent unless they discard a card.";;;2.65;0.25;15.78;2004
Ring of Immortals;;5;Artifact;;leg;rare;{3}, {T}: Counter target instant or Aura spell that targets a permanent you control.;;;29.7;29.99;;1994
Stronghold Taskmaster;B;4;Creature;Giant Minion;sth;uncommon;Other black creatures get -1/-1.;4;3;0.11;0.05;;1998
Goblin Welder;R;1;Creature;Goblin Artificer;ulg;rare;{T}: Choose target artifact a player controls and target artifact card in that player's graveyard. If both targets are still legal as this ability resolves, that player simultaneously sacrifices the artifact and returns the artifact card to the battlefield.;1;1;3.56;3.0;83.56;1999
Whispersilk Cloak;;3;Artifact;Equipment;10e;uncommon;"Equipped creature can't be blocked and has shroud. (It can't be the target of spells or abilities.)
Equip {2}";;;2.15;0.42;;2007
Joiner Adept;G;2;Creature;Elf Druid;10e;rare;"Lands you control have ""{T}: Add one mana of any color.""";2;1;3.15;1.0;9.31;2007
Blightcaster;B;4;Creature;Human Wizard;m14;uncommon;Whenever you cast an enchantment spell, you may have target creature get -2/-2 until end of turn.;2;3;0.1;0.02;0.32;2013
Viscera Seer;B;1;Creature;Vampire Wizard;m11;common;Sacrifice a creature: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.);1;1;1.39;0.79;17.82;2010
Phantom Flock;W;5;Creature;Bird Soldier Spirit;jud;uncommon;"Flying
Phantom Flock enters the battlefield with three +1/+1 counters on it.
If damage would be dealt to Phantom Flock, prevent that damage. Remove a +1/+1 counter from Phantom Flock.";0;0;0.13;0.1;0.25;2002
Waxing Moon;G;2;Instant;;emn;common;Transform up to one target Werewolf you control. Creatures you control gain trample until end of turn.;;;0.12;0.05;0.41;2016
Rogue Refiner;GU;3;Creature;Human Rogue;aer;uncommon;When Rogue Refiner enters the battlefield, draw a card and you get {E}{E} (two energy counters).;3;2;0.23;0.23;1.33;2017
Shrine of Limitless Power;;3;Artifact;;nph;uncommon;"At the beginning of your upkeep or whenever you cast a black spell, put a charge counter on Shrine of Limitless Power.
{4}, {T}, Sacrifice Shrine of Limitless Power: Target player discards a card for each charge counter on Shrine of Limitless Power.";;;0.08;0.02;0.33;2011
Mutilate;B;4;Sorcery;;tor;rare;All creatures get -1/-1 until end of turn for each Swamp you control.;;;1.53;0.6;8.87;2002
Moldervine Reclamation;BG;5;Enchantment;;m20;uncommon;Whenever a creature you control dies, you gain 1 life and draw a card.;;;0.26;0.1;2.83;2019
Terramorphic Expanse;;0;Land;;m10;common;{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.;;;0.25;0.28;2.54;2009
Frost Lynx;U;3;Creature;Elemental Cat;m15;common;When Frost Lynx enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.;2;2;0.04;0.1;0.14;2014
Orcish Vandal;R;2;Creature;Orc Warrior;dom;uncommon;{T}, Sacrifice an artifact: Orcish Vandal deals 2 damage to any target.;1;1;0.04;0.02;0.17;2018
Story Circle;W;3;Enchantment;;10e;rare;"As Story Circle enters the battlefield, choose a color.
{W}: The next time a source of your choice of the chosen color would deal damage to you this turn, prevent that damage.";;;0.68;0.15;3.64;2007
Spawn of Rix Maadi;BR;5;Creature;Horror;rtr;common;Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.);5;3;0.11;0.02;0.12;2012
Thriving Turtle;U;1;Creature;Turtle;kld;common;"When Thriving Turtle enters the battlefield, you get {E}{E} (two energy counters).
Whenever Thriving Turtle attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it.";0;3;0.07;0.01;0.23;2016
Urza's Rage;R;3;Instant;;inv;rare;"Kicker {8}{R} (You may pay an additional {8}{R} as you cast this spell.)
This spell can't be countered.
Urza's Rage deals 3 damage to any target. If this spell was kicked, instead it deals 10 damage to that permanent or player and the damage can't be prevented.";;;0.87;0.3;22.59;2000
Lightning Greaves;;2;Artifact;Equipment;mrd;uncommon;"Equipped creature has haste and shroud. (It can't be the target of spells or abilities.)
Equip {0}";;;4.31;2.18;37.94;2003
Errant Doomsayers;W;2;Creature;Human Rebel;tsp;common;{T}: Tap target creature with toughness 2 or less.;1;1;0.07;0.02;0.26;2006
Watchful Giant;W;6;Creature;Giant Soldier;rna;common;When Watchful Giant enters the battlefield, create a 1/1 white Human creature token.;3;6;0.05;0.02;0.12;2019
Thunder Spirit;W;3;Creature;Elemental Spirit;leg;rare;Flying, first strike;2;2;141.83;91.21;;1994
The Haunt of Hightower;B;6;Legendary Creature;Vampire;rna;mythic;"Flying, lifelink
Whenever The Haunt of Hightower attacks, defending player discards a card.
Whenever a card is put into an opponent's graveyard from anywhere, put a +1/+1 counter on The Haunt of Hightower.";3;3;;;4.54;2019
Act of Aggression;R;5;Instant;;nph;uncommon;"({R/P} can be paid with either {R} or 2 life.)
Gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn.";;;0.2;0.17;1.11;2011
Searing Wind;R;9;Instant;;8ed;rare;Searing Wind deals 10 damage to any target.;;;0.4;0.02;5.37;2003
Price of Fame;B;4;Instant;;grn;uncommon;"This spell costs {2} less to cast if it targets a legendary creature.
Destroy target creature.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)";;;0.18;0.19;0.67;2018
Telekinetic Sliver;U;4;Creature;Sliver;tsp;uncommon;"All Slivers have ""{T}: Tap target permanent.""";2;2;1.02;0.17;12.85;2006
Acidic Slime;G;5;Creature;Ooze;m11;uncommon;"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.";2;2;0.28;0.09;1.61;2010
Goblin Recruiter;R;2;Creature;Goblin;6ed;uncommon;When Goblin Recruiter enters the battlefield, search your library for any number of Goblin cards and reveal those cards. Shuffle your library, then put them on top of it in any order.;1;1;8.06;3.49;;1999
Cathar's Shield;;0;Artifact;Equipment;emn;common;"Equipped creature gets +0/+3 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)";;;0.15;0.15;0.89;2016
Skarrgan Firebird;R;6;Creature;Phoenix;gpt;rare;"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)
Flying
{R}{R}{R}: Return Skarrgan Firebird from your graveyard to your hand. Activate this ability only if an opponent was dealt damage this turn.";3;3;0.2;0.07;1.04;2006
